time,seconds_elapsed,z,y,x
1730553665305732900,0.14373291015625,0.00226362026296556,0.0015978495357558131,-0.003395430278033018
1730553665315759900,0.153759765625,0.0017310036346316338,0.0021304660476744175,-0.001797580742277205
1730553665325811700,0.163811767578125,0.0017310036346316338,0.0037283156998455524,-0.0012649642303586006
1730553665335838700,0.173838623046875,0.0011983871227130294,0.0026630824431777,-0.0007323477184399962
1730553665345871600,0.18387158203125,0.000665770610794425,0.0010652330238372087,-0.002862813649699092
1730553665355900400,0.193900390625,0.0011983871227130294,-0.0005991935613565147,-0.0007323477184399962
1730553665365928000,0.203927978515625,0.0011983871227130294,0.0015978495357558131,-0.00019973119196947664
1730553665375956200,0.213956298828125,0.000665770610794425,0.0037283156998455524,-0.001797580742277205
1730553665386007800,0.2240078125,0.004926702938973904,0.0010652330238372087,-0.00019973119196947664
1730553665396045600,0.234045654296875,0.00226362026296556,0.0005326165119186044,-0.001797580742277205
1730553665406030000,0.244030029296875,-0.0003994623839389533,0.0021304660476744175,-0.001797580742277205
1730553665416046300,0.25404638671875,0.0017310036346316338,0.0026630824431777,-0.001797580742277205
1730553665426105600,0.264105712890625,0.0011983871227130294,0.0015978495357558131,-0.0023301972541958094
1730553665436139300,0.27413916015625,0.0011983871227130294,0.0021304660476744175,-0.001797580742277205
1730553665446152000,0.28415185546875,-0.0003994623839389533,0.0037283156998455524,-0.001797580742277205
1730553665456177200,0.29417724609375,0.0011983871227130294,0.0037283156998455524,-0.0023301972541958094
1730553665466206000,0.3042060546875,0.0011983871227130294,0.0015978495357558131,-0.0007323477184399962
1730553665476232700,0.314232666015625,0.00226362026296556,0.0015978495357558131,-0.0007323477184399962
1730553665486242800,0.324242919921875,0.00226362026296556,0.0026630824431777,-0.001797580742277205
1730553665496263000,0.334262939453125,0.000665770610794425,0.0010652330238372087,-0.0023301972541958094
1730553665506318300,0.344318359375,0.000665770610794425,0.0005326165119186044,0.0003328853053972125
1730553665516352800,0.354352783203125,0.0011983871227130294,0.0026630824431777,-0.0007323477184399962
1730553665526381300,0.36438134765625,0.0017310036346316338,0.0037283156998455524,-0.0012649642303586006
1730553665536413400,0.374413330078125,0.0001331541279796511,0.0037283156998455524,-0.0023301972541958094
1730553665546432800,0.384432861328125,0.0011983871227130294,0.0015978495357558131,-0.0012649642303586006
1730553665556459500,0.39445947265625,0.0001331541279796511,0.0026630824431777,-0.0012649642303586006
1730553665566489000,0.404489013671875,0.0017310036346316338,0.0026630824431777,-0.002862813649699092
1730553665576517000,0.41451708984375,0.00226362026296556,0.0031956990715116262,-0.002862813649699092
1730553665586562800,0.424562744140625,-0.0003994623839389533,0.0037283156998455524,-0.003928046673536301
1730553665596597800,0.43459765625,0.0001331541279796511,0.0021304660476744175,-0.001797580742277205
1730553665606620400,0.444620361328125,0.000665770610794425,0.0021304660476744175,-0.0012649642303586006
1730553665616650200,0.454650146484375,-0.0003994623839389533,0.0031956990715116262,-0.003395430278033018
1730553665626662100,0.464662109375,0.000665770610794425,0.0031956990715116262,-0.003395430278033018
1730553665636684800,0.474684814453125,0.000665770610794425,0.0021304660476744175,-0.003395430278033018
1730553665646730000,0.48472998046875,0.0001331541279796511,0,-0.0012649642303586006
1730553665656755000,0.4947548828125,0.000665770610794425,0.0021304660476744175,-0.0012649642303586006
1730553665666763000,0.504762939453125,-0.0009320789249613881,0.0026630824431777,-0.0007323477184399962
1730553665676786400,0.514786376953125,0.000665770610794425,0.0021304660476744175,-0.0012649642303586006
1730553665686837200,0.524837158203125,0.0027962366584688425,0.0026630824431777,-0.0007323477184399962
1730553665696863500,0.534863525390625,0.0017310036346316338,0.0026630824431777,-0.001797580742277205
1730553665706892300,0.544892333984375,0.000665770610794425,0.0021304660476744175,-0.003395430278033018
1730553665716918800,0.554918701171875,0.0011983871227130294,0.0026630824431777,-0.0012649642303586006
1730553665726954000,0.5649541015625,0.0011983871227130294,0.0026630824431777,-0.003395430278033018
1730553665736981200,0.574981201171875,0.0011983871227130294,0.0021304660476744175,-0.004460663069039583
1730553665746984200,0.584984130859375,0.0017310036346316338,0.0031956990715116262,-0.002862813649699092
1730553665757009200,0.595009033203125,0.0011983871227130294,0.0026630824431777,-0.0007323477184399962
1730553665767067600,0.605067626953125,-0.0003994623839389533,0.0021304660476744175,-0.001797580742277205
1730553665777096000,0.615095947265625,0.0011983871227130294,0.0015978495357558131,-0.0012649642303586006
1730553665787120000,0.6251201171875,0.0017310036346316338,0.0037283156998455524,-0.0023301972541958094
1730553665797148000,0.63514794921875,0.000665770610794425,0.0031956990715116262,-0.003395430278033018
1730553665807180000,0.645179931640625,0.00226362026296556,0.0021304660476744175,-0.0023301972541958094
1730553665817208000,0.6552080078125,0.0033288532868027687,0.0010652330238372087,-0.0012649642303586006
1730553665827214600,0.665214599609375,0.0011983871227130294,0.0021304660476744175,-0.00019973119196947664
1730553665837240800,0.67524072265625,-0.0003994623839389533,0.0026630824431777,-0.001797580742277205
1730553665847287300,0.685287353515625,0.0001331541279796511,0.0015978495357558131,-0.001797580742277205
1730553665857315600,0.695315673828125,-0.0003994623839389533,0.0015978495357558131,-0.0007323477184399962
1730553665867338800,0.7053388671875,0.0017310036346316338,0.0031956990715116262,-0.0023301972541958094
1730553665877366500,0.715366455078125,0.0017310036346316338,0.0005326165119186044,-0.001797580742277205
1730553665887396600,0.725396728515625,-0.0003994623839389533,0,-0.0023301972541958094
1730553665897424600,0.735424560546875,0.0017310036346316338,0.0015978495357558131,-0.001797580742277205
1730553665907451100,0.745451171875,0.0017310036346316338,0.0021304660476744175,-0.0012649642303586006
1730553665917479000,0.75547900390625,0.000665770610794425,0.0010652330238372087,-0.00019973119196947664
1730553665927519500,0.76551953125,0.004394086077809334,0.0015978495357558131,-0.0012649642303586006
